ref_article,designation,marque,famille,next_year,sma_forecast,es_forecast,lr_forecast,arima_forecast,prophet_forecast,xgb_forecast,avg_forecast,historical_years,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points
PA0503,CADIVEU ESSENTIALS -QS CONDITIONNER 250 ML,CADIVEU,SOINS CAPILLAIRES,2026,1109.3163333333334,1595.3181779999998,0.0,,,344.19015999999965,762.2061678333332,"[2022, 2023, 2024, 2025]","[3052.998, 2241.862, 1191.5549999999998, -105.46799999999999]",1595.2367500000003,3052.998,-105.46799999999999,1183.0625171450947,-103.45457153918869,4
