ref_article,designation,marque,famille,next_year,sma_forecast,es_forecast,lr_forecast,arima_forecast,prophet_forecast,xgb_forecast,avg_forecast,historical_years,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points
HZTI/800,TEINT IALO 8.00 100ML,H. ZONE,IALO,2026,38038.70233333333,30864.01175689,51431.58653333224,37240.177410431825,61546.10368360476,39990.30104999997,43185.14712793202,"[2020, 2021, 2022, 2023, 2024, 2025]","[10010.77, 14645.913, 24702.504, 29672.584, 45669.532, 38773.991]",27245.88233333334,45669.532,10010.77,12519.944988827316,287.3227633838356,6
