ref_article,designation,marque,famille,next_year,sma_forecast,es_forecast,lr_forecast,arima_forecast,prophet_forecast,xgb_forecast,avg_forecast,historical_years,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points
HZTI/10.31,TEINT IALO 10.31 100ML,H. ZONE,IALO,2026,4988.852,5098.379750639999,4857.921266666672,4818.411060798867,3221.3520996907155,4777.952640000002,4627.144802966042,"[2020, 2021, 2022, 2023, 2024, 2025]","[4750.107, 5960.045, 6352.082, 5610.264, 4605.538, 4750.754]",5338.131666666667,6352.082,4605.538,672.8554193184615,0.013620745806356246,6
