ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,arima_forecast,xgb_forecast,sma_metrics,es_metrics,arima_metrics,xgb_metrics
PA0480,CADIVEU ESSENTIALS -BB GRADUAL SMOOTHING 200ML,CADIVEU,SOINS CAPILLAIRES,yearly,2026,1848.8774771450871,"['2022', '2023', '2024', '2025']","[5594.193, 4611.693, 3738.079, 391.956]",3583.98025,5594.193,391.956,1956.394262036333,-92.99352024501121,4,2913.9093333333335,2567.1041219999993,491.0118032470138,1423.4846500000017,"{""MAE"": 4256.032333333334, ""MSE"": 18113811.22237878, ""RMSE"": 4256.032333333334, ""MAPE"": 1085.8444145091116, ""R2"": NaN}","{""MAE"": 2327.6472666666664, ""MSE"": 7702858.501649611, ""RMSE"": 2775.4024035533316, ""MAPE"": 398.53954121351313, ""R2"": -1.3290301262553155}","{""MAE"": 2679.2256032609903, ""MSE"": 11049822.351459535, ""RMSE"": 3324.12730674677, ""MAPE"": 250.70852240783762, ""R2"": -1.8869717561672665}","{""MAE"": 422.3995700000021, ""MSE"": 317031.39865610056, ""RMSE"": 563.0554134861866, ""MAPE"": 69.05954197844683, ""R2"": 0.9171696462959449}"
