ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,xgb_forecast,sma_metrics,es_metrics,xgb_metrics
MASK_RB_COLLAG_900,MASQUE RB COLLAGENE 900 ML 6192488209373,RENEE BLANCHE,0%SSP,yearly,2026,5428.430499999998,"['2024', '2025']","[7882.501, 3675.523]",5779.012000000001,7882.501,3675.523,2103.489,-53.37110645466458,2,5779.012000000001,5736.942219999999,4769.337279999992,,"{""MAE"": 4206.978, ""MSE"": 17698663.892484, ""RMSE"": 4206.978, ""MAPE"": 114.4593027985405, ""R2"": NaN}","{""MAE"": 1009.6747199999927, ""MSE"": 1026522.5057640572, ""RMSE"": 1013.1744695579617, ""MAPE"": 20.750531073823215, ""R2"": 0.7680000000000033}"
