ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,xgb_forecast,sma_metrics,es_metrics,xgb_metrics
HZRS,H ZONE REMOVER 1000ML,H. ZONE,IALO,yearly,2021,-8.926666666666668,['2020'],[-13.39],-13.39,-13.39,-13.39,0.0,-0.0,1,-13.39,-13.39,0.0,,,"{""MAE"": 1.5987211554602254e-14, ""MSE"": 2.5559093329160782e-28, ""RMSE"": 1.5987211554602254e-14, ""MAPE"": 1.1939665089322073e-13, ""R2"": NaN}"
