ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,xgb_forecast,sma_metrics,es_metrics,xgb_metrics
HZAC,H ZONE AGELESS CONDITIONER 250ML,H. ZONE,IALO,yearly,2021,2081.1350000000007,['2020'],[2081.135],2081.135,2081.135,2081.135,0.0,0.0,1,2081.135,2081.135,2081.1350000000025,,,"{""MAE"": 2.2737367544323206e-12, ""MSE"": 5.169878828456423e-24, ""RMSE"": 2.2737367544323206e-12, ""MAPE"": 1.0925464971913501e-13, ""R2"": NaN}"
