ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,arima_forecast,xgb_forecast,sma_metrics,es_metrics,arima_metrics,xgb_metrics
HZT/10.00,TEINT IALO 1000 100ML,H. ZONE,IALO,yearly,2026,6208.879238676311,"['2020', '2021', '2022', '2023', '2024', '2025']","[3626.7799999999997, 8886.563, 6758.1050000000005, 7980.83, 7580.624, 5574.952]",6734.642333333333,8886.563,3626.7799999999997,1727.4099921279706,53.716299306823146,6,7045.468666666667,6140.347391392999,5413.319276645577,6236.381620000001,"{""MAE"": 1238.8190000000002, ""MSE"": 1996301.1085869998, ""RMSE"": 1412.9052015570612, ""MAPE"": 18.948769996629437, ""R2"": -0.8018722886004255}","{""MAE"": 2298.800392940001, ""MSE"": 7645411.501415441, ""RMSE"": 2765.0337251859046, ""MAPE"": 29.57377197709448, ""R2"": -5.055194268337569}","{""MAE"": 2507.819728994724, ""MSE"": 8461485.043721255, ""RMSE"": 2908.863187522104, ""MAPE"": 42.249087930177794, ""R2"": -1.8356703113399817}","{""MAE"": 769.80648166667, ""MSE"": 878342.4807162717, ""RMSE"": 937.199274816339, ""MAPE"": 13.88868483505578, ""R2"": 0.705643904954482}"
