ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,arima_forecast,prophet_forecast,xgb_forecast,sma_metrics,es_metrics,arima_metrics,prophet_metrics,xgb_metrics
HZONETN/4.55,TEINT H ZONE S/A100ML 4.55 NEW,H. ZONE,IALO,yearly,2023,28.39336858067555,"['2020', '2021', '2022']","[145.35000000000002, 8.075000000000003, -21.372]",44.01766666666666,145.35000000000002,-21.372,72.65426248717661,-114.70381836945305,3,44.01766666666666,40.142355,0.0,57.80682123671107,0.0,,"{""MAE"": 131.40725000000003, ""MSE"": 17302.295842625004, ""RMSE"": 131.53819157425346, ""MAPE"": 1143.7008702975857, ""R2"": -78.81446596580314}",,"{""MAE"": 7.383508626664555e-05, ""MSE"": 6.153748164558742e-09, ""RMSE"": 7.844582949117654e-05, ""MAPE"": 0.0005644909895806357, ""R2"": 0.9999999999988343}","{""MAE"": 31.707493333333257, ""MSE"": 1115.5167867147272, ""RMSE"": 33.399353088266956, ""MAPE"": 194.87664538944182, ""R2"": 0.7886735230733569}"
