ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,arima_forecast,prophet_forecast,xgb_forecast,sma_metrics,es_metrics,arima_metrics,prophet_metrics,xgb_metrics
6192488208314,CIRE GLOSS WAX RB FCR 6 120ML-6192488208314,RENEE BLANCHE,MASS MARKET,yearly,2026,6275.050051676342,"['2023', '2024', '2025']","[22319.307, 6967.555, 3343.673]",10876.845,22319.307,3343.673,8225.188251282925,-85.01892106237887,3,10876.845,10385.026116,4769.998662381715,0.0,5343.380480000001,,"{""MAE"": 14860.9302, ""MSE"": 221088152.4486273, ""RMSE"": 14869.033339414747, ""MAPE"": 325.05106478490404, ""R2"": -66.34065962162114}",,"{""MAE"": 0.024646578866850177, ""MSE"": 0.0006448986653725632, ""RMSE"": 0.025394855096506522, ""MAPE"": 0.00033692910409171016, ""R2"": 0.9999999999904676}","{""MAE"": 3583.402040000001, ""MSE"": 14097914.920189703, ""RMSE"": 3754.7190201384847, ""MAPE"": 47.17669493284924, ""R2"": 0.7916165651859127}"
