ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,xgb_forecast,sma_metrics,es_metrics,xgb_metrics
6192488209236,KIT SO NATURAL RB S/A 8.0,RENEE BLANCHE,MASS MARKET,yearly,2026,24513.98933333333,"['2024', '2025']","[32835.755, 18569.871]",25702.813,32835.755,18569.871,7132.941999999999,-43.446188461328205,2,25702.813,25560.154159999995,22279.000839999997,,"{""MAE"": 14265.883999999998, ""MSE"": 203515446.30145594, ""RMSE"": 14265.883999999998, ""MAPE"": 76.82274152577581, ""R2"": NaN}","{""MAE"": 3423.812160000027, ""MSE"": 11803895.885484615, ""RMSE"": 3435.6798287216193, ""MAPE"": 14.766037129097038, ""R2"": 0.7679999999999967}"
