ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,lr_forecast,xgb_forecast,sma_metrics,es_metrics,lr_metrics,xgb_metrics
HZOMGCF100ML,H.Z OPTION MONLIGHT GEL COIFFANT 100ML,H. ZONE,IALO,yearly,2022,26.190625000000004,"[""2020"", ""2021""]","[135.57500000000002, -36.974999999999994]",49.30000000000001,135.57500000000002,-36.974999999999994,86.275,-127.27272727272727,2,49.30000000000001,47.5745,0.0,7.888000000000002,,"{""MAE"": 172.55, ""MSE"": 29773.502500000002, ""RMSE"": 172.55, ""MAPE"": 466.6666666666668, ""R2"": NaN}","{""MAE"": 2.3277380023500882e-11, ""MSE"": 6.776265193621537e-22, ""RMSE"": 2.603126042592163e-11, ""MAPE"": 5.152210059139929e-11, ""R2"": 1.0}","{""MAE"": 41.41200000000002, ""MSE"": 1726.8631450000016, ""RMSE"": 41.55554289141223, ""MAPE"": 74.66666666666669, ""R2"": 0.7679999999999998}"
