ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,lr_forecast,xgb_forecast,sma_metrics,es_metrics,lr_metrics,xgb_metrics
PA0335,CADIVEU-BLONDE -RECONSTRUCTIVE MASK 200 ML -2-,CADIVEU,SOINS CAPILLAIRES,yearly,2023,705.1169999999996,"[""2022""]",[705.117],705.117,705.117,705.117,0.0,0.0,1,705.117,705.117,705.117,705.1169999999988,,,"{""MAE"": 0.0, ""MSE"": 0.0, ""RMSE"": 0.0, ""MAPE"": 0.0, ""R2"": NaN}","{""MAE"": 1.1368683772161603e-12, ""MSE"": 1.2924697071141057e-24, ""RMSE"": 1.1368683772161603e-12, ""MAPE"": 1.6123116833322134e-13, ""R2"": NaN}"
