ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,xgb_forecast,sma_metrics,es_metrics,xgb_metrics
HZOMSONTCU200ML,H.Z OPTION TWIST MASQUE CHEVEUX BOUCLES 200ML,H. ZONE,IALO,yearly,2022,277.1729166666667,"['2020', '2021']","[566.865, 70.25]",318.5575,566.865,70.25,248.3075,-87.60727862895045,2,318.5575,313.59135,199.36990000000003,,"{""MAE"": 496.615, ""MSE"": 246626.458225, ""RMSE"": 496.615, ""MAPE"": 706.9252669039147, ""R2"": NaN}","{""MAE"": 119.18760000000006, ""MSE"": 14304.334577050013, ""RMSE"": 119.60072983493878, ""MAPE"": 101.53708534669347, ""R2"": 0.7679999999999998}"
