ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,arima_forecast,prophet_forecast,xgb_forecast,sma_metrics,es_metrics,arima_metrics,prophet_metrics,xgb_metrics
PA0331,CADIVEU-BLONDE RECONSTRUCTOR-FIBER FILLER 1L -2-,CADIVEU,SOINS CAPILLAIRES,yearly,2026,1589.2428122248828,"['2023', '2024', '2025']","[574.0509999999999, 1777.214, 128.137]",826.4673333333334,1777.214,128.137,696.490843195292,-77.67846410858965,3,826.4673333333334,523.4998209999999,1776.2686921306984,4191.313184660381,628.6650300000007,,"{""MAE"": 1005.0129499999999, ""MSE"": 1049314.471982705, ""RMSE"": 1024.360518559118, ""MAPE"": 348.6935329752499, ""R2"": -0.5434187960913144}",,"{""MAE"": 0.00368876961482556, ""MSE"": 1.3635484616613534e-05, ""RMSE"": 0.003692625707625068, ""MAPE"": 0.0012710802511675969, ""R2"": 0.9999999999718914}","{""MAE"": 395.44364666666615, ""MSE"": 165351.01571625183, ""RMSE"": 406.633761161382, ""MAPE"": 153.71957345019922, ""R2"": 0.659139995942716}"
