ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,xgb_forecast,sma_metrics,es_metrics,xgb_metrics
KP0041H,BRASIL CACAU - SMOOTHING PROTEIN HOMME KIT 110 ML,CADIVEU,LISSAGE,yearly,2023,267.56999999999994,['2022'],[267.57],267.57,267.57,267.57,0.0,0.0,1,267.57,267.57,267.56999999999977,,,"{""MAE"": 2.2737367544323206e-13, ""MSE"": 5.169878828456423e-26, ""RMSE"": 2.2737367544323206e-13, ""MAPE"": 8.49772677965512e-14, ""R2"": NaN}"
