ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,lr_forecast,xgb_forecast,sma_metrics,es_metrics,lr_metrics,xgb_metrics
6192488209250,KIT SO NATURAL RB S/A 10.0,RENEE BLANCHE,MASS MARKET,yearly,2026,12948.314125000004,"[""2024"", ""2025""]","[26796.817, 10455.563]",18626.19,26796.817,10455.563,8170.6269999999995,-60.98207111687929,2,18626.19,18462.777459999998,0.0,14704.28904000002,,"{""MAE"": 16341.253999999999, ""MSE"": 267036582.29251596, ""RMSE"": 16341.253999999999, ""MAPE"": 156.29243494587521, ""R2"": NaN}","{""MAE"": 1.3415046851150692e-09, ""MSE"": 1.907433824794204e-18, ""RMSE"": 1.3810987744525023e-09, ""MAPE"": 7.960886784905652e-12, ""R2"": 1.0}","{""MAE"": 3921.9009600000045, ""MSE"": 15488121.772965971, ""RMSE"": 3935.4951115413637, ""MAPE"": 27.026044365820578, ""R2"": 0.7679999999999993}"
