ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,lr_forecast,xgb_forecast,sma_metrics,es_metrics,lr_metrics,xgb_metrics
HZOTWCD100ML,H.Z OPTION TWIST CREME CHEVEUX BOUCLES  200ML,H. ZONE,IALO,yearly,2022,19.014712500004077,"[""2020"", ""2021""]","[-135.065, 24.819999999999997]",-55.1225,24.819999999999997,-135.065,79.9425,-118.37633731906858,2,-55.1225,-53.52364999999999,184.7050000000163,0.0,,"{""MAE"": 159.885, ""MSE"": 25563.213224999996, ""RMSE"": 159.885, ""MAPE"": 644.1780821917808, ""R2"": NaN}","{""MAE"": 3.143263427318743e-11, ""MSE"": 1.585541460429343e-21, ""RMSE"": 3.981885810051995e-11, ""MAPE"": 3.476299082808889e-11, ""R2"": 1.0}","{""MAE"": 38.37240000000001, ""MSE"": 1482.666367050001, ""RMSE"": 38.505406984604136, ""MAPE"": 96.7645477900291, ""R2"": 0.7679999999999998}"
