ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,arima_forecast,xgb_forecast,sma_metrics,es_metrics,arima_metrics,xgb_metrics
HZONETN/8.83,TEINT H ZONE S/A100ML 8.83 NEW,H. ZONE,IALO,yearly,2023,93.86728250000002,"['2020', '2021', '2022']","[654.075, -30.874999999999996, -61.747]",187.15100000000004,654.075,-61.747,330.4055956225116,-109.44035469938463,3,187.15100000000004,188.31813,0.0,0.0,,"{""MAE"": 597.6435, ""MSE"": 364800.17803450004, ""RMSE"": 603.986902204427, ""MAPE"": 1522.4791861579074, ""R2"": -1530.036349750327}",,"{""MAE"": 145.05516000000014, ""MSE"": 26075.36287953313, ""RMSE"": 161.4786762378647, ""MAPE"": 247.10938457945554, ""R2"": 0.7611443198728259}"
