ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,lr_forecast,arima_forecast,prophet_forecast,xgb_forecast,sma_metrics,es_metrics,lr_metrics,arima_metrics,prophet_metrics,xgb_metrics
PA0311,BRASIL CACAU - ANTI FRIZZ SHAMPOO -A- 1L SULFATE FREE ,CADIVEU,SOINS CAPILLAIRES,yearly,2023,12515.703051564595,"[""2020"", ""2021"", ""2022""]","[23001.615, 31825.936, 10162.354]",21663.30166666667,31825.936,10162.354,8894.605413819261,-55.81895445167655,3,21663.30166666667,17750.767077,8824.040666665882,9769.353069054981,0.0,17086.755830000024,,"{""MAE"": 12155.43915, ""MSE"": 158851049.05861214, ""RMSE"": 12603.612540006621, ""MAPE"": 90.05913012119898, ""R2"": -0.35390921420801047}","{""MAE"": 6775.089555555274, ""MSE"": 51639568.29652273, ""RMSE"": 7186.0676518192295, ""MAPE"": 34.67481247614077, ""R2"": 0.3472765284560364}",,"{""MAE"": 0.3423354164212166, ""MSE"": 0.11890854672433937, ""RMSE"": 0.34483118583495226, ""MAPE"": 0.0019779408494979755, ""R2"": 0.9999999984969975}","{""MAE"": 3984.7549333333322, ""MSE"": 20751907.50578006, ""RMSE"": 4555.426160720867, ""MAPE"": 28.625297877231016, ""R2"": 0.7376961590663782}"
