ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,arima_forecast,xgb_forecast,sma_metrics,es_metrics,arima_metrics,xgb_metrics
RBT/5.0,TEINT RENEE BLANCHE 5.0  60ML,RENEE BLANCHE,COLORATION 60ML,yearly,2026,24024.015898334437,"['2021', '2022', '2023', '2024', '2025']","[46313.389, 30075.386, 28834.733, 28183.226, 18987.452999999998]",30478.8374,46313.389,18987.452999999998,8842.178733905997,-59.00223799212794,5,25335.137333333332,26743.85062051,21819.611129494424,22197.46450999999,"{""MAE"": 8467.469333333336, ""MSE"": 74182420.23339428, ""RMSE"": 8612.921701338882, ""MAPE"": 38.674002861933864, ""R2"": -2.509009188824799}","{""MAE"": 13537.806642250001, ""MSE"": 190747664.90329278, ""RMSE"": 13811.142780497665, ""MAPE"": 53.67649383244946, ""R2"": -8.844489052867523}","{""MAE"": 13081.410521876725, ""MSE"": 455823165.1899719, ""RMSE"": 21350.0155782138, ""MAPE"": 36.57086852009969, ""R2"": -4.830124294101422}","{""MAE"": 2586.779548, ""MSE"": 10152189.30189215, ""RMSE"": 3186.2500375664417, ""MAPE"": 8.75899645130795, ""R2"": 0.8701502468339665}"
