ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,lr_forecast,arima_forecast,prophet_forecast,xgb_forecast,sma_metrics,es_metrics,lr_metrics,arima_metrics,prophet_metrics,xgb_metrics
HZTT3.0,TEINT HZ TRESOR SA 3.0,H. ZONE,TRESOR,yearly,2026,26524.437863029252,"[""2021"", ""2022"", ""2023"", ""2024"", ""2025""]","[12287.107, 26393.205, 27733.31, 29750.719, 20884.313]",23409.730799999998,29750.719,12287.107,6291.153821266189,69.96932638415208,5,26122.78066666667,21844.30955164,29575.308600000106,16465.837187690686,41447.86904217802,23690.522130000038,"{""MAE"": 7343.805, ""MSE"": 54003854.399625, ""RMSE"": 7348.73148234612, ""MAPE"": 29.732376599385933, ""R2"": -1.7478278491427544}","{""MAE"": 9286.779689000003, ""MSE"": 106487380.89502463, ""RMSE"": 10319.27230452926, ""MAPE"": 34.10767039632168, ""R2"": -8.848058492409914}","{""MAE"": 5459.216640000091, ""MSE"": 31130983.15664352, ""RMSE"": 5579.514598658518, ""MAPE"": 27.5860591735648, ""R2"": 0.21343932693877987}","{""MAE"": 7454.510414559432, ""MSE"": 69563113.63746706, ""RMSE"": 8340.450445717368, ""MAPE"": 40.582722168530964, ""R2"": -0.757593366313059}","{""MAE"": 2322.356461261644, ""MSE"": 8539486.679807475, ""RMSE"": 2922.2400106438, ""MAPE"": 11.698436466849166, ""R2"": 0.7842398887092878}","{""MAE"": 2411.8719499999906, ""MSE"": 7982593.354291725, ""RMSE"": 2825.348359811888, ""MAPE"": 13.238726423899733, ""R2"": 0.7983104494344955}"
