ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,lr_forecast,xgb_forecast,sma_metrics,es_metrics,lr_metrics,xgb_metrics
HZOSMOTCUS200ML,H.Z OPTION TWIST SHAMPOO CHEVEUX BOUCLES 200ML,H. ZONE,IALO,yearly,2022,148.28593749999996,"[""2020"", ""2021""]","[426.53, 34.275]",230.40249999999997,426.53,34.275,196.12749999999997,-91.96422291515252,2,230.40249999999997,226.47994999999995,0.0,136.26129999999986,,"{""MAE"": 392.255, ""MSE"": 153863.985025, ""RMSE"": 392.255, ""MAPE"": 1144.4347191830782, ""R2"": NaN}","{""MAE"": 2.5625723765188013e-11, ""MSE"": 6.621591153342063e-22, ""RMSE"": 2.5732452571300046e-11, ""MAPE"": 3.724558450907709e-11, ""R2"": 1.0}","{""MAE"": 94.14120000000003, ""MSE"": 8924.111131450003, ""RMSE"": 94.46751363008346, ""MAPE"": 158.89257801446675, ""R2"": 0.7679999999999999}"
