ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,arima_forecast,prophet_forecast,xgb_forecast,sma_metrics,es_metrics,arima_metrics,prophet_metrics,xgb_metrics
SERUM_RB_100ML,SERUM RB 100ML-6192488204859,RENEE BLANCHE,0%SSP,yearly,2026,33804.541863561535,"['2021', '2022', '2023', '2024', '2025']","[10085.076, 55636.593, 58633.242, 38816.937, 16845.736]",36003.5168,58633.242,10085.076,19719.34895278362,67.03628212618331,5,38098.638333333336,26033.278217909992,8561.549916763843,70289.76403980053,26039.47881000001,"{""MAE"": 18408.943999999996, ""MSE"": 587715992.9666718, ""RMSE"": 24242.854472332085, ""MAPE"": 104.8532177670356, ""R2"": -3.8698984584910736}","{""MAE"": 25946.476672249995, ""MSE"": 916121151.6091654, ""RMSE"": 30267.49331558802, ""MAPE"": 66.13140201394305, ""R2"": -2.317606761637929}","{""MAE"": 20292.63967309862, ""MSE"": 539022187.5788015, ""RMSE"": 23216.85137090733, ""MAPE"": 67.85260701384736, ""R2"": -0.38618596586290077}","{""MAE"": 13037.714072178956, ""MSE"": 214529154.77120793, ""RMSE"": 14646.813809535777, ""MAPE"": 54.011560682411066, ""R2"": 0.4483022954063389}","{""MAE"": 8022.863420000011, ""MSE"": 83561813.96677203, ""RMSE"": 9141.215125286793, ""MAPE"": 44.039497214701555, ""R2"": 0.7851067795129454}"
