ref_article,designation,marque,famille,frequency,next_period,avg_forecast,historical_periods,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,xgb_forecast,sma_metrics,es_metrics,xgb_metrics
PA0329,CADIVEU-BLONDE RECON CLARIFYING SHAMP1L -1-,CADIVEU,SOINS CAPILLAIRES,yearly,2025,432.59583333333313,"['2023', '2024']","[140.984, 640.89]",390.937,640.89,140.984,249.95299999999997,354.58349883674737,2,390.937,395.93606,510.91443999999944,,"{""MAE"": 499.90599999999995, ""MSE"": 249906.00883599994, ""RMSE"": 499.90599999999995, ""MAPE"": 78.00184118959571, ""R2"": NaN}","{""MAE"": 119.97744000000036, ""MSE"": 14494.54851248809, ""RMSE"": 120.3933075901152, ""MAPE"": 49.14442422668976, ""R2"": 0.7679999999999985}"
